timestamp,coin,price,ratio_short,ratio_medium,ratio_long,signal,phase,score,confidence
2026-04-05 21:57:33,BTC,66693.0,1.6082,1.6082,1.551,STRONG_SELL,DISTRIBUTION,-70,70
2026-04-05 21:57:33,ETH,2025.52,2.1596,2.1596,1.8169,STRONG_SELL,DISTRIBUTION,-93,93
2026-04-05 21:57:33,SOL,78.73,3.1408,3.1408,2.9494,STRONG_SELL,DISTRIBUTION,-100,100
2026-04-05 21:57:33,BNB,586.7,2.5125,2.5125,2.6711,STRONG_SELL,DISTRIBUTION,-100,100
2026-04-05 21:58:13,BTC,66693.0,1.6082,1.6082,1.551,STRONG_SELL,DISTRIBUTION,-70,70
2026-04-05 21:58:13,ETH,2025.52,2.1596,2.1596,1.8169,STRONG_SELL,DISTRIBUTION,-93,93
2026-04-05 21:58:13,SOL,78.73,3.1408,3.1408,2.9494,STRONG_SELL,DISTRIBUTION,-100,100
2026-04-05 21:58:13,BNB,586.7,2.5125,2.5125,2.6711,STRONG_SELL,DISTRIBUTION,-100,100
